,formula,T,target,ei,predicted_property,std,wt_pct
1194840,Nb82.2V2.1Ta6.5W9.2,24,0,9.838028794194713,1830.0459298587512,248.0871311564434,Nb72V1Ta11W16
1652166,Nb86.2Hf2.4W10.3Re1.1,24,0,9.722638231177715,1826.8338763820602,249.10803366512997,Nb76Hf4W18Re2
1662506,Nb84.2Ta5.9W8.7Re1.2,24,0,9.659395905916973,1817.0369658368406,254.03711136987647,Nb73Ta10W15Re2
1652205,Nb85.5Hf2.4W11.5Re0.6,24,0,9.64396735634778,1825.1538528598494,249.51843256917996,Nb75Hf4W20Re1
1652605,Nb84.9Hf3.0W11.6Re0.6,24,0,9.641252925840679,1825.005864017934,249.5815874038459,Nb74Hf5W20Re1
1634762,Nb84.9Hf0.6Ta4.1W10.4,24,0,9.619579336963092,1800.3622869054827,262.7996881732951,Nb74Hf1Ta7W18
1653006,Nb83.5Hf3.6W11.7Re1.2,24,0,9.575648990559614,1824.4457778602332,249.4619731389284,Nb72Hf6W20Re2
1194900,Nb80.1V2.1Ta8.3W9.4,24,0,9.478351062452461,1826.9104582161615,247.4885294181104,Nb69V1Ta14W16
1194860,Nb81.5V2.1Ta7.1W9.3,24,0,9.443036136534879,1830.2013466076971,245.46749906509393,Nb71V1Ta12W16
1652606,Nb84.2Hf3.0W11.7Re1.2,24,0,9.32822217364916,1823.4870161338126,248.36649215348726,Nb73Hf5W20Re2
1651805,Nb86.2Hf1.8W11.5Re0.6,24,0,9.17835804769361,1825.8279471100575,246.11053769153816,Nb76Hf3W20Re1
1662867,Nb84.2Ta6.5W7.6Re1.7,24,0,9.169841512886101,1811.295381804954,253.89324106631867,Nb73Ta11W13Re3
1562802,Nb83.0Zr1.2Ta5.3W10.5,24,0,9.16741039012447,1794.4775986847221,262.886680379028,Nb72Zr1Ta9W18
1563144,Nb82.5Zr2.3Ta3.5W11.6,24,0,9.151304208909071,1818.1055792890186,250.102156464118,Nb72Zr2Ta6W20
1562782,Nb83.7Zr1.2Ta4.7W10.4,24,0,9.147469429875997,1794.5255953098015,262.72347279976105,Nb73Zr1Ta8W18
1563124,Nb83.2Zr2.3Ta2.9W11.5,24,0,9.144209305013238,1818.1556416305368,250.02771135257208,Nb73Zr2Ta5W20
1563104,Nb83.9Zr2.3Ta2.3W11.5,24,0,9.141995656817567,1818.1386125667962,250.02208092466626,Nb74Zr2Ta4W20
1652566,Nb85.5Hf3.0W10.4Re1.1,24,0,8.997809587313302,1821.7830252227416,247.09243244039564,Nb75Hf5W18Re2
1661687,Nb85.5Ta4.7W8.1Re1.7,24,0,8.940310381624744,1819.1213839655736,248.13736399615215,Nb75Ta8W14Re3
1651366,Nb87.5Hf1.2W10.2Re1.1,24,0,8.905014679607248,1820.7967704104944,246.99859462437766,Nb78Hf2W18Re2
1562763,Nb83.7Zr1.2Ta4.1W11.0,24,0,8.864326064014726,1812.5137994580468,251.16427092367593,Nb73Zr1Ta7W19
1635504,Nb84.2Hf1.8Ta2.4W11.7,24,0,8.702008414667453,1811.46050429178,250.61038437955446,Nb73Hf3Ta4W20
1635104,Nb84.9Hf1.2Ta2.4W11.6,24,0,8.695626455671885,1811.562729929448,250.51172285664546,Nb74Hf2Ta4W20
1635523,Nb84.2Hf1.8Ta3.0W11.1,24,0,8.680403543721393,1805.8739791040603,253.43594106997213,Nb73Hf3Ta5W19
1194781,Nb83.6V2.1Ta4.6W9.7,24,0,8.679901287760906,1822.3788669788541,244.62213967359645,Nb74V1Ta8W17
1194801,Nb82.9V2.1Ta5.2W9.8,24,0,8.519885613656196,1823.3851517274318,242.98820766020145,Nb73V1Ta9W17
1659765,Nb87.5Ta1.7W10.2Re0.6,24,0,8.442725217820495,1811.2513630618555,248.9151490933868,Nb78Ta3W18Re1
1194978,Nb78.7V2.1Ta10.9W8.3,24,0,8.41830376950264,1804.2719040531554,252.44156601779983,Nb67V1Ta18W14
1662525,Nb84.2Ta5.9W9.3Re0.6,24,0,8.41331944690559,1801.2921845237656,253.9815033370211,Nb73Ta10W16Re1
