,formula,mean,std,ei
1350,Nb81.8Cr2.0Mo1.1Ta5.8W9.2,903.1985555667324,122.04540840460172,0.4621559294582749
1328,Nb80.4Cr2.1Zr1.2Ta6.5W9.9,903.3070053508402,121.86566685979491,0.4581380528677701
1388,Nb79.9Co1.8Zr1.2Ta7.7W9.4,903.3728646313537,121.82459302731398,0.4576735991068061
890,Nb78.9Ti2.2V2.1Ta5.3W11.6,907.2185580508138,120.35368835566888,0.4573939322004285
891,Nb78.2Ti2.2V2.1Ta5.9W11.6,907.2185580508138,120.35368835566888,0.4573939322004285
1389,Nb80.6Co1.8Zr1.2Ta6.5W9.9,903.538474055996,121.61561338489015,0.4534625681377906
1329,Nb77.8Cr2.1Zr2.4Ta7.2W10.6,903.4849406091396,121.59035754905798,0.4521547735511895
1351,Nb79.3Cr2.1Mo2.2Ta8.3W8.1,902.7310278107376,121.82178325369178,0.4505976877557902
1352,Nb80.0Cr2.0Mo2.2Ta7.6W8.1,902.904773735198,121.63100388213373,0.4470389091605469
1414,Nb81.4Co1.8Mo1.1Ta5.9W9.8,904.0835474403076,121.16876649236248,0.4465921969337487
1415,Nb80.7Co1.8Mo1.1Ta6.5W9.9,904.0835474403076,121.16876649236248,0.4465921969337487
1330,Nb69.7Cr2.1Zr6.1Ta9.9W12.1,905.2437355193432,120.70755642951518,0.4459770208196736
1390,Nb75.1Co1.9Zr2.4Ta10.4W10.2,903.5267154706316,121.35351564822028,0.4458477045466633
1353,Nb78.6Cr2.1Mo2.2Ta8.9W8.2,902.8745861106534,121.5981149781318,0.4457809831013883
1416,Nb80.0Co1.8Mo1.1Ta7.1W10.0,904.068822356658,121.1412158273389,0.4456495986938718
1354,Nb80.7Cr2.0Mo2.2Ta6.4W8.6,902.9310141937636,121.55923731607184,0.4452845755728978
1355,Nb80.0Cr2.0Mo2.2Ta7.0W8.7,902.908963069037,121.54438457209991,0.4446275046973338
1356,Nb81.4Cr2.0Mo2.2Ta5.2W9.1,902.908963069037,121.54438457209991,0.4446275046973338
1357,Nb83.2Cr2.0Mo1.1Ta3.5W10.2,902.940501327216,121.51361511367188,0.4440946522142273
1391,Nb79.9Co1.8Zr1.2Ta6.5W10.5,903.7070499789238,121.16272169964462,0.4423763666946483
1392,Nb77.7Co1.9Zr1.2Ta9.1W10.1,903.7143760200006,121.1498842278994,0.4420919574756317
1331,Nb71.7Cr2.1Zr4.9Ta9.8W11.5,901.7547463005652,121.831809591386,0.4404240839050706
1332,Nb76.4Cr2.1Zr2.4Ta8.4W10.7,901.701917444388,121.80924631826356,0.4392325520291846
1333,Nb72.5Cr2.1Zr4.8Ta9.2W11.4,901.6892908082056,121.7747312221426,0.4381339661622889
1393,Nb80.6Co1.8Zr1.2Ta5.3W11.1,903.1729792147922,121.1959379834768,0.4376268870519606
1334,Nb79.7Cr2.1Zr1.2Ta6.5W10.5,901.5505020136148,121.79767197586746,0.4373107421002502
892,Nb79.6Ti2.2V2.1Ta4.7W11.5,907.6062865422116,119.49544959171686,0.4369620309519013
1335,Nb76.4Cr2.1Zr2.4Ta7.8W11.3,901.6084206328547,121.7232041567168,0.4358452641824648
1336,Nb77.1Cr2.1Zr2.4Ta7.2W11.2,901.6084206328547,121.7232041567168,0.4358452641824648
1337,Nb73.7Cr2.1Zr3.6Ta9.2W11.4,901.6850580497834,121.68725065180068,0.4356500064948294
1338,Nb74.4Cr2.1Zr3.6Ta8.5W11.3,901.6850580497834,121.68725065180068,0.4356500064948294
1339,Nb74.4Cr2.1Zr3.6Ta7.9W11.9,901.6850580497834,121.68725065180068,0.4356500064948294
1417,Nb82.0Co1.8Mo1.1Ta5.3W9.8,905.7876179169778,120.12468243146115,0.4353036835413966
1418,Nb79.5Co1.8Mo2.2Ta7.1W9.3,905.7655667922512,120.1101767380884,0.4346622028468592
1419,Nb80.2Co1.8Mo2.2Ta6.5W9.3,905.7655667922512,120.1101767380884,0.4346622028468592
1358,Nb82.5Cr2.0Mo1.1Ta4.6W9.7,902.173064304661,121.23996321483584,0.4283639243195294
893,Nb73.7Ti2.3V2.2Ta11.6W10.2,901.2211151989944,121.58125828060406,0.4278820370693519
894,Nb76.7Ti2.3V2.1Ta7.8W11.2,905.8746723427782,119.78014885263885,0.4266065102530332
1394,Nb73.1Co1.9Zr3.7Ta11.1W10.3,904.846044819894,120.16108697432904,0.4264086644024658
1395,Nb73.9Co1.9Zr3.6Ta10.4W10.2,904.846044819894,120.16108697432904,0.4264086644024658
895,Nb76.0Ti2.3V2.1Ta8.4W11.2,905.2700172458366,119.97945213934514,0.4258086486590251
1396,Nb70.3Co1.9Zr4.9Ta11.8W11.0,904.0965026751544,120.3986132215567,0.4251638869017786
800,Nb75.9Si3.9Ta9.0W10.0Re1.2,896.3045302110978,123.27977542465412,0.4237539718156773
1397,Nb76.3Co1.9Zr1.2Ta11.0W9.6,899.0139595230645,122.2547676021793,0.4235840646889643
1398,Nb75.5Co1.9Zr1.2Ta11.7W9.7,898.9988070837376,122.24398267312765,0.4231371342522556
1359,Nb80.0Cr2.0Mo2.2Ta5.9W9.8,901.0226719639728,121.44223450335504,0.4220417980514126
1399,Nb71.1Co1.9Zr4.9Ta11.1W11.0,904.0830901201972,120.27926664894396,0.4217484206733926
801,Nb76.7Si3.8Ta8.4W10.0Re1.2,896.0520425280694,122.93904478333398,0.4121311174012203
802,Nb77.4Si3.8Ta7.7W9.9Re1.2,895.9731229067203,122.8430482665003,0.4088225485034269
896,Nb76.7Ti2.3V2.1Ta7.2W11.7,904.196995287691,119.66292129905617,0.4062437675072723
897,Nb77.4Ti2.2V2.1Ta6.5W11.7,904.196995287691,119.66292129905617,0.4062437675072723
898,Nb75.2Ti2.3V2.1Ta9.7W10.7,901.3547864579954,120.69077171318568,0.4052310881422469
899,Nb74.5Ti2.3V2.2Ta10.3W10.8,900.7650482573624,120.86569640910372,0.4040145764345602
803,Nb78.1Si3.8Ta6.5W9.9Re1.7,896.4016407336916,122.3882504455323,0.4011312282810104
804,Nb77.4Si3.8Ta7.1W9.9Re1.7,896.4016407336916,122.3882504455323,0.4011312282810104
805,Nb78.1Si3.8Ta6.5W9.3Re2.3,896.3899200058476,122.38177190663856,0.4008493921137193
806,Nb76.7Si3.8Ta7.8W10.0Re1.7,896.3775507520928,122.37877439639688,0.4006517047090394
807,Nb77.4Si3.8Ta7.1W9.3Re2.3,896.367868881121,122.36986041630402,0.4003267491625619
1000,Nb74.7Ti2.3Co1.9Ta11.6W9.6,904.1087716981826,119.4207292652326,0.3989429966170497
1002,Nb75.4Ti2.3Co1.9Ta10.9W9.5,904.1185245550124,119.41100669636486,0.3987830669151329
1001,Nb76.2Ti2.3Co1.8Ta10.2W9.5,904.1185245550124,119.41100669636486,0.3987830669151329
1004,Nb76.2Ti2.3Co1.8Ta9.6W10.1,904.2743811228252,119.20695705490422,0.394956360737372
1003,Nb77.6Ti2.2Co1.8Ta7.7W10.5,904.2743811228252,119.20695705490422,0.394956360737372
1005,Nb76.9Ti2.3Co1.8Ta9.0W10.0,904.2805731721786,119.19544208991054,0.3947155862828801
808,Nb75.9Si3.9Ta9.0W9.4Re1.7,895.1448449242571,122.6019248457584,0.3945436718728357
809,Nb76.7Si3.8Ta8.9W8.2Re2.3,895.127044957384,122.58113447284325,0.3938422768555925
810,Nb75.2Si3.9Ta10.3W8.3Re2.3,895.127044957384,122.58113447284325,0.3938422768555925
811,Nb75.9Si3.9Ta9.6W8.3Re2.3,895.127044957384,122.58113447284325,0.3938422768555925
812,Nb75.9Si3.9Ta10.2W7.1Re2.9,894.8290831355492,122.66577992231522,0.3931667923485498
813,Nb76.7Si3.8Ta8.4W9.4Re1.7,895.3088024653284,122.44256923263312,0.3920355637294275
814,Nb77.4Si3.8Ta7.7W9.3Re1.7,895.2948842814556,122.42353758163536,0.3914186711974783
1180,Nb76.3V2.1Co1.8Ta10.2W9.5,903.2403195907816,119.38357824851602,0.389490675250641
815,Nb77.4Si3.8Ta8.3W8.2Re2.3,894.9930230425774,122.45761910113237,0.3894272687730273
960,Nb77.5Ti2.2Cr2.1Ta8.3W9.9,904.5209308755312,118.88555284686778,0.3889847542361577
1182,Nb77.0V2.1Co1.8Ta9.0W10.0,903.2190032301398,119.3713249884321,0.3889680198656573
1181,Nb75.5V2.2Co1.9Ta10.9W9.5,903.2190032301398,119.3713249884321,0.3889680198656573
816,Nb74.4Si3.9Ta10.9W8.4Re2.4,895.5566825521967,122.15090546601732,0.3869772506898665
818,Nb75.2Si3.9Ta9.7W8.9Re2.3,895.5554499740309,122.1504081324974,0.3869530843352842
817,Nb75.9Si3.9Ta9.0W8.9Re2.3,895.5554499740309,122.1504081324974,0.3869530843352842
1183,Nb74.8V2.2Co1.9Ta12.2W9.0,902.8876283807352,119.41610720086445,0.3869322689135059
819,Nb75.2Si3.9Ta10.3W7.7Re2.9,895.5616420233845,122.14256428947483,0.3868131395606067
1006,Nb79.1Ti2.2Co1.8Ta5.9W11.0,903.9623700140532,118.7038864683434,0.3789684784966716
1008,Nb75.5Ti2.3Co1.9Ta9.1W11.3,902.3566857841556,119.15048152658152,0.3751423109239957
1007,Nb76.2Ti2.3Co1.8Ta8.4W11.3,902.3566857841556,119.15048152658152,0.3751423109239957
1184,Nb75.5V2.2Co1.9Ta11.5W8.9,902.5818472457948,118.9934039037573,0.3733010642985785
961,Nb75.3Ti2.3Cr2.1Ta9.7W10.7,902.9616951566512,118.84393968654034,0.3730957432869313
962,Nb75.3Ti2.3Cr2.1Ta10.3W10.1,902.6560993557716,118.95260253127182,0.372970458386042
963,Nb76.0Ti2.3Cr2.1Ta9.6W10.0,902.6560993557716,118.95260253127182,0.372970458386042
964,Nb76.0Ti2.3Cr2.1Ta8.4W11.2,902.9545468749816,118.83805886490644,0.3728815193633483
780,Nb74.7Si3.8Mo3.3Ta9.4W8.7,893.9056357838205,122.19496683844044,0.3728001232713902
1120,Nb76.1V2.1Cr2.1Ta10.2W9.5,897.999358318687,120.583623749609,0.3705129360298347
1009,Nb76.9Ti2.3Co1.8Ta9.6W9.4,903.0616778181258,118.66800360305577,0.3696247802664572
966,Nb76.7Ti2.3Cr2.1Ta8.4W10.6,902.8217087804142,118.74355744458016,0.3692854760976729
965,Nb76.0Ti2.3Cr2.1Ta9.0W10.6,902.8217087804142,118.74355744458016,0.3692854760976729
967,Nb77.5Ti2.2Cr2.1Ta7.1W11.1,902.8145604987448,118.73892488209412,0.3691039896632424
968,Nb76.7Ti2.3Cr2.1Ta7.8W11.2,902.8145604987448,118.73892488209412,0.3691039896632424
1121,Nb76.1V2.1Cr2.1Ta9.6W10.1,898.1808268187024,120.40881322555887,0.3678671272118317
1010,Nb77.6Ti2.2Co1.8Ta8.9W9.4,902.9949897476006,118.60975642759624,0.3675587439564522
1185,Nb77.0V2.1Co1.8Ta10.2W8.8,903.1859517235586,118.5236846332018,0.3671825725629571
1011,Nb77.6Ti2.2Co1.8Ta8.3W10.0,903.2260546646028,118.45396729795134,0.3658229776101289
1122,Nb76.8V2.1Cr2.1Ta9.6W9.4,898.3774334471941,120.1781109468064,0.3640044521190808
1012,Nb78.4Ti2.2Co1.8Ta7.1W10.5,903.1558749001936,118.39561729578176,0.3637369644908164
1013,Nb77.7Ti2.2Co1.8Ta7.1W11.1,902.0767991419192,118.74723824906673,0.3625406578597951
1014,Nb76.9Ti2.3Co1.8Ta7.8W11.2,902.0488657923428,118.73751882383394,0.3620481768128636
1186,Nb77.8V2.1Co1.8Ta7.7W10.6,902.1609239150878,118.62496480041536,0.3603095317741718
1015,Nb73.9Ti2.3Co1.9Ta11.6W10.2,901.5551975028466,118.833522763052,0.359922077150216
1016,Nb74.7Ti2.3Co1.9Ta10.3W10.8,901.5300377742276,118.82882271926772,0.3595802701487436
1187,Nb77.7V2.1Co1.8Ta8.3W10.0,902.1175195474548,118.5811692231023,0.3588480749126237
1188,Nb78.5V2.1Co1.8Ta7.1W10.5,902.0954684227283,118.56657085958048,0.3582935380149337
969,Nb71.0Ti4.6Cr2.1Ta10.3W12.0,902.7395259867632,118.32305159777076,0.3581725416530026
1189,Nb77.0V2.1Co1.8Ta7.8W11.2,900.999016120946,118.92844492681785,0.3572233789441976
1190,Nb77.8V2.1Co1.8Ta7.2W11.1,900.999016120946,118.92844492681785,0.3572233789441976
1191,Nb76.3V2.1Co1.9Ta8.4W11.3,900.9911114002384,118.92280162631276,0.3570158152581903
971,Nb71.0Ti4.6Cr2.1Ta11.5W10.8,902.11417858704,118.4349313475462,0.3552662964406252
970,Nb70.2Ti4.6Cr2.1Ta12.2W10.8,902.11417858704,118.4349313475462,0.3552662964406252
781,Nb74.0Si3.8Mo3.4Ta10.1W8.8,892.6904863424697,121.8888712098736,0.3546139787999163
973,Nb71.0Ti4.6Cr2.1Ta10.9W11.4,902.1762517842794,118.35644391490078,0.353924187653623
972,Nb70.2Ti4.6Cr2.1Ta11.6W11.4,902.1762517842794,118.35644391490078,0.353924187653623
974,Nb71.8Ti4.6Cr2.1Ta9.7W11.9,902.1702570735264,118.35096588737292,0.3537384306926343
1192,Nb77.0V2.1Co1.8Ta9.6W9.4,901.9504946465278,118.32049116727346,0.3510498107858244
1017,Nb73.9Ti2.3Co1.9Ta12.2W9.6,901.083806943264,118.62713425907803,0.3507235860217998
1018,Nb70.4Ti4.6Co1.9Ta11.0W12.1,901.90093263132,118.31523511421912,0.3504845930150493
1019,Nb69.6Ti4.7Co1.9Ta11.7W12.1,901.90093263132,118.31523511421912,0.3504845930150493
1193,Nb76.3V2.1Co1.8Ta10.8W8.9,901.5978034364812,118.36676901838648,0.3490385844089037
680,Nb73.3Si3.8Cr2.1Ta10.8W10.0,893.4934903643912,121.24703815281327,0.3464984285892938
975,Nb76.7Ti2.3Cr2.1Ta9.0W10.0,901.5980200407196,118.20755033205351,0.3452532772125414
1195,Nb77.0V2.1Co1.8Ta8.4W10.6,900.1974404670173,118.66591095375136,0.3438796415779546
1194,Nb76.3V2.1Co1.9Ta9.0W10.7,900.1974404670173,118.66591095375136,0.3438796415779546
976,Nb76.0Ti2.3Cr2.1Ta7.8W11.8,900.7141705861236,118.47029176469404,0.3437588396388116
1123,Nb77.6V2.1Cr2.1Ta6.5W11.7,900.7055373629751,118.46494426624052,0.3435577992054748
977,Nb77.5Ti2.2Cr2.1Ta6.5W11.7,900.6983115107504,118.44375761901716,0.3429961437861375
978,Nb76.7Ti2.3Cr2.1Ta7.2W11.8,900.6983115107504,118.44375761901716,0.3429961437861375
1196,Nb75.6V2.2Co1.9Ta9.7W10.7,900.1723681110182,118.60598636334085,0.3422536416196511
1198,Nb74.8V2.2Co1.9Ta11.6W9.6,900.7986935721626,118.3723045238756,0.3421857549736646
1197,Nb76.3V2.1Co1.9Ta9.6W10.1,900.7986935721626,118.3723045238756,0.3421857549736646
979,Nb77.5Ti2.2Cr2.1Ta7.7W10.5,901.763629465362,117.9986703185664,0.3417624566732002
1199,Nb75.5V2.2Co1.9Ta10.3W10.1,900.1940384752211,118.56285305119536,0.3414293599979903
1280,Nb76.3Cr2.1Co1.9Ta8.4W11.3,900.648564022223,118.38888672863246,0.3412763884853276
1124,Nb76.8V2.1Cr2.1Ta9.0W10.0,897.0940884376168,119.62894568053956,0.3396835889688532
720,Nb72.0Si3.9Co1.9Ta12.1W10.1,893.2488771091411,120.9781535602706,0.3382145344889142
782,Nb75.1Si3.8Mo2.2Ta8.9W9.9,890.9796170994375,121.62877246334158,0.3340843608924841
783,Nb73.2Si3.8Mo3.4Ta10.7W8.8,890.9603201321395,121.53580453255788,0.3318322298803937
784,Nb77.0Si3.8Mo1.1Ta7.1W11.0,890.5472863665216,121.65680672181186,0.3311542367799376
785,Nb77.7Si3.8Mo1.1Ta6.5W11.0,890.5314272911486,121.636144672165,0.3305616241697011
1125,Nb76.8V2.1Cr2.1Ta8.4W10.6,899.8875225761957,118.1460714560875,0.329183775625383
1281,Nb74.8Cr2.1Co1.9Ta11.6W9.6,899.8688374574315,118.1203769363019,0.3284414009985781
786,Nb75.8Si3.8Mo2.2Ta8.3W9.9,890.845441628997,121.39544077563222,0.3277537475959575
1282,Nb75.6Cr2.1Co1.9Ta9.7W10.7,899.8135266954971,118.05119996191638,0.3264072355914158
787,Nb77.7Si3.8Mo1.1Ta5.9W11.5,890.9610648859613,121.21481035022488,0.3246835997368023
788,Nb78.4Si3.8Mo1.1Ta5.3W11.5,890.9672569353147,121.20547394813768,0.324527157880317
1126,Nb73.8V2.2Cr2.1Ta11.6W10.2,895.6624028711904,119.463324826785,0.3239650177576547
1127,Nb73.1V2.2Cr2.1Ta12.3W10.3,895.6624028711904,119.463324826785,0.3239650177576547
789,Nb75.4Si3.8Mo3.3Ta8.2W9.2,892.0674785614293,120.61559080417966,0.320382625327444
790,Nb76.6Si3.8Mo2.2Ta7.0W10.4,890.8111838957815,121.06438992583924,0.3201687082887674
791,Nb76.2Si3.8Mo3.3Ta7.6W9.2,892.0812649831795,120.55283819551666,0.3191161184056597
792,Nb76.9Si3.7Mo3.3Ta6.4W9.7,891.6167611631413,120.70307213927724,0.3186944247598942
1283,Nb77.1Cr2.1Co1.8Ta7.2W11.8,897.9371600725325,118.37040219792662,0.3181566290468871
721,Nb72.7Si3.9Co1.8Ta11.4W10.1,892.4011476457009,120.386639691291,0.3180330205676234
1128,Nb78.3V2.1Cr2.1Ta5.9W11.6,899.6360386959778,117.72169430718264,0.3175450188394793
722,Nb73.5Si3.9Co1.8Ta10.8W10.0,892.3876462891544,120.34152610899636,0.3169396654882432
1129,Nb79.0V2.1Cr2.0Ta5.3W11.6,899.5717466681918,117.65911224522264,0.3156343382859958
1284,Nb77.1Cr2.1Co1.8Ta7.8W11.2,899.5632062798528,117.6209360432688,0.3147207050330838
620,Nb74.1Si3.8V2.1Ta8.3W11.7,890.6330492107778,120.79221687394087,0.3128486803747874
1130,Nb75.4V2.1Cr2.1Ta10.3W10.1,895.3566217362498,119.04974677792772,0.3123839071980181
1131,Nb74.6V2.2Cr2.1Ta10.9W10.2,895.347434597708,119.04718996496644,0.3122554084400839
793,Nb78.4Si3.8Mo1.1Ta5.8W10.9,889.630321366211,121.00527968838128,0.3095963317979251
794,Nb79.1Si3.7Mo1.1Ta5.2W10.8,889.4980525673843,120.87698822862016,0.3058521835996997
796,Nb76.6Si3.8Mo2.2Ta7.6W9.8,889.9080993028665,120.7073365571102,0.3054138337289149
795,Nb77.3Si3.8Mo2.2Ta7.0W9.8,889.9080993028665,120.7073365571102,0.3054138337289149
1132,Nb73.9V2.2Cr2.1Ta9.8W12.0,898.1991486304075,117.64442562147929,0.3043839098019036
798,Nb71.3Si3.9Mo4.5Ta12.0W8.3,890.1033305424978,120.58541455043328,0.3043363093698112
797,Nb72.1Si3.8Mo4.5Ta11.3W8.2,890.1033305424978,120.58541455043328,0.3043363093698112
681,Nb71.8Si3.9Cr2.1Ta12.1W10.1,890.5194929383429,120.43037947114703,0.3042532738774279
1134,Nb75.4V2.1Cr2.1Ta8.5W11.9,898.1916788718324,117.63737188269228,0.3041736846464111
1133,Nb74.6V2.2Cr2.1Ta9.1W12.0,898.1916788718324,117.63737188269228,0.3041736846464111
1135,Nb77.6V2.1Cr2.1Ta7.1W11.1,898.8294432611435,117.40443433874624,0.3041574276908707
682,Nb72.6Si3.9Cr2.1Ta11.4W10.1,890.4685256094723,120.4421616221365,0.3041113685520571
799,Nb79.8Si3.7Mo1.1Ta4.0W11.4,890.06664333441,120.5755881948239,0.3038483988025202
1136,Nb78.3V2.1Cr2.1Ta6.5W11.1,898.763987768784,117.34427531038392,0.3023524498850429
1137,Nb76.9V2.1Cr2.1Ta7.2W11.8,898.1882768800364,117.53580453140614,0.3019684542178229
1138,Nb76.1V2.1Cr2.1Ta7.8W11.8,898.1882768800364,117.53580453140614,0.3019684542178229
1285,Nb75.6Cr2.1Co1.9Ta10.3W10.1,898.7813418731488,117.31961655061018,0.3019592213366953
1139,Nb77.6V2.1Cr2.1Ta7.7W10.5,898.7481286934109,117.31774195489844,0.3016602631297602
1286,Nb76.3Cr2.1Co1.9Ta9.0W10.7,898.7554473804449,117.31147519651434,0.3015831020644275
1287,Nb77.1Cr2.1Co1.8Ta8.4W10.6,898.7158863807894,117.25938715642484,0.3001624998029215
1288,Nb72.5Cr2.2Co1.9Ta11.8W11.6,898.1376098332859,117.46714751231036,0.3001094238080766
1289,Nb73.3Cr2.1Co1.9Ta11.1W11.5,898.1376098332859,117.46714751231036,0.3001094238080766
1290,Nb74.1Cr2.1Co1.9Ta10.4W11.5,898.1301400747109,117.46007921408038,0.299901078752796
1291,Nb75.6Cr2.1Co1.9Ta10.9W9.5,898.5802439177838,117.1712357166346,0.2972407667955825
1292,Nb76.3Cr2.1Co1.9Ta9.6W10.1,898.5759000045524,117.1674071542738,0.2971262720362748
282,Nb64.7C9.1Ta11.5W9.5Re5.3,891.4033707927547,119.75320317638956,0.2967831927590425
280,Nb65.5C9.0Ta10.8W9.5Re5.2,891.4033707927547,119.75320317638956,0.2967831927590425
281,Nb66.2C9.0Ta10.1W9.4Re5.2,891.4033707927547,119.75320317638956,0.2967831927590425
283,Nb63.8C9.1Ta12.1W9.6Re5.3,891.4053311308294,119.75136719072287,0.2967597920568106
683,Nb71.8Si3.9Cr2.1Ta11.5W10.7,889.9923324229163,120.01606448265568,0.2916702202141201
684,Nb71.0Si3.9Cr2.1Ta12.2W10.8,889.9891589532504,120.01467199342652,0.291618241947456
723,Nb74.2Si3.8Co1.8Ta10.1W10.0,891.2185954573253,119.55102407307282,0.2912278702400281
1293,Nb77.8Cr2.1Co1.8Ta6.6W11.7,896.8181595265413,117.50175358584244,0.2907665103152901
1294,Nb74.8Cr2.1Co1.9Ta9.8W11.4,897.8297898414734,117.05630230205868,0.2891276008251187
1295,Nb75.6Cr2.1Co1.9Ta9.1W11.3,897.8318286983456,117.0538244338003,0.2890915398596116
686,Nb73.3Si3.9Cr2.1Ta10.2W10.6,889.4012112277202,120.0242321450361,0.2874908062615193
685,Nb72.6Si3.9Cr2.1Ta10.8W10.6,889.4012112277202,120.0242321450361,0.2874908062615193
1296,Nb72.5Cr2.2Co1.9Ta12.4W11.0,897.3109618233581,117.13861135467208,0.2869468128034489
1297,Nb73.3Cr2.1Co1.9Ta11.7W10.9,897.3109618233581,117.13861135467208,0.2869468128034489
285,Nb65.5C9.0Ta11.4W8.3Re5.8,892.4662951282426,118.81543217996207,0.2854231946602854
284,Nb64.7C9.1Ta12.1W8.3Re5.9,892.4662951282426,118.81543217996207,0.2854231946602854
1140,Nb69.6V4.4Cr2.1Ta11.7W12.1,897.7308691870907,116.8986627264087,0.2851369453935133
1141,Nb70.4V4.4Cr2.1Ta11.0W12.1,897.7233994285157,116.89181542770348,0.2849409896028505
1142,Nb68.8V4.4Cr2.2Ta12.4W12.2,897.7049746943868,116.88602448763731,0.2846855593007085
1143,Nb71.2V4.3Cr2.1Ta10.4W12.0,897.7028581850697,116.86929997560698,0.2843271474612905
1298,Nb74.8Cr2.1Co1.9Ta12.2W9.0,896.9650576539718,117.0559698812286,0.2826927344280623
1300,Nb77.2Cr2.0Zr1.1Mo8.5W11.1,896.0957124398097,117.33125372142356,0.2819052382916003
687,Nb74.8Si3.8Cr2.1Ta8.9W10.5,890.3357346507997,119.36655061336208,0.2810492208976969
1299,Nb73.3Cr2.1Co1.9Ta10.5W12.1,895.4859544655305,117.44849207612394,0.2798261810794611
287,Nb66.3C9.0Ta11.9W4.1Re8.7,893.2059873382215,118.24559838172844,0.2793214434452333
288,Nb67.0C8.9Ta11.3W4.1Re8.7,893.2059873382215,118.24559838172844,0.2793214434452333
286,Nb67.8C8.9Ta10.0W4.6Re8.6,893.2059873382215,118.24559838172844,0.2793214434452333
1301,Nb76.1Cr2.0Zr1.1Mo9.6W11.2,895.9618657025871,117.23814824460293,0.2790481359254788
622,Nb73.3Si3.8V2.1Ta9.0W11.8,887.6442391098838,120.16067932513609,0.2775886563646841
621,Nb71.8Si3.9V2.1Ta10.3W11.9,887.6442391098838,120.16067932513609,0.2775886563646841
623,Nb72.6Si3.9V2.1Ta9.6W11.8,887.646073973032,120.15999971982312,0.2775882680797279
290,Nb64.7C9.1Ta10.3W11.3Re4.7,889.6859420177824,119.38885323078092,0.2768516325084942
298,Nb65.5C9.0Ta9.6W11.2Re4.7,889.6859420177824,119.38885323078092,0.2768516325084942
289,Nb63.0C9.2Ta11.6W11.4Re4.7,889.6859420177824,119.38885323078092,0.2768516325084942
291,Nb67.0C8.9Ta8.3W11.1Re4.6,889.6859420177824,119.38885323078092,0.2768516325084942
292,Nb67.8C8.9Ta7.7W11.0Re4.6,889.6859420177824,119.38885323078092,0.2768516325084942
293,Nb68.6C8.8Ta7.0W11.0Re4.6,889.6859420177824,119.38885323078092,0.2768516325084942
294,Nb69.3C8.8Ta5.8W11.5Re4.5,889.6859420177824,119.38885323078092,0.2768516325084942
295,Nb62.2C9.3Ta12.3W11.5Re4.8,889.6859420177824,119.38885323078092,0.2768516325084942
297,Nb63.9C9.1Ta10.9W11.4Re4.7,889.6859420177824,119.38885323078092,0.2768516325084942
296,Nb66.3C9.0Ta9.0W11.2Re4.6,889.6859420177824,119.38885323078092,0.2768516325084942
299,Nb66.3C9.0Ta8.4W11.7Re4.6,889.6859420177824,119.38885323078092,0.2768516325084942
1144,Nb69.6V4.4Cr2.1Ta12.3W11.5,896.9042211771629,116.57061694387826,0.2724960454861294
688,Nb70.3Si3.9Cr2.1Ta12.2W11.4,887.3323844592187,120.00744881829824,0.2724122138428289
689,Nb71.0Si3.9Cr2.1Ta11.6W11.4,887.3461708809688,119.94447971828984,0.2712895904136032
1146,Nb71.2V4.3Cr2.1Ta11.0W11.4,896.8662316599898,116.50878290461502,0.2710010504345956
1145,Nb70.4V4.4Cr2.1Ta11.6W11.5,896.8662316599898,116.50878290461502,0.2710010504345956
1147,Nb70.4V4.4Cr2.1Ta12.3W10.9,896.8806070228086,116.49521075903613,0.2708351267361664
690,Nb72.6Si3.9Cr2.1Ta10.2W11.2,887.2907269210367,119.9087779442367,0.2702171173090475
691,Nb71.8Si3.9Cr2.1Ta10.9W11.3,887.2907269210367,119.9087779442367,0.2702171173090475
724,Nb74.2Si3.8Co1.8Ta9.5W10.6,887.7781300788829,119.6416206633826,0.2684405965773768
725,Nb73.5Si3.9Co1.8Ta10.2W10.6,887.7528421563443,119.62704911777912,0.2679871502636697
692,Nb74.1Si3.8Cr2.1Ta8.9W11.1,886.694224337068,119.9364061710781,0.2666503196655401
693,Nb73.3Si3.9Cr2.1Ta9.6W11.2,886.7104653144738,119.91611664962936,0.2663746220664693
1302,Nb78.3Cr2.0Zr1.1Mo7.5W11.1,895.297821261808,116.78043349712672,0.2652842062129898
1148,Nb72.0V4.3Cr2.1Ta9.7W11.9,896.6361914442911,116.14031702619911,0.262192986692886
1303,Nb75.0Cr2.0Zr2.2Mo9.6W11.2,895.1549052427874,116.63012390260268,0.2613971089083253
1149,Nb72.7V4.3Cr2.1Ta9.0W11.9,896.5626613967542,116.04798880391714,0.2599104945303954
726,Nb71.2Si3.9Co1.9Ta12.2W10.8,885.6247585755691,119.580489011137,0.2528673244724519
727,Nb72.0Si3.9Co1.9Ta11.5W10.7,885.6129514646001,119.56717354857103,0.2525467749452559
728,Nb72.8Si3.9Co1.8Ta10.8W10.7,886.2313929832918,119.27309512519824,0.2511986089944764
1150,Nb71.2V4.3Cr2.1Ta11.6W10.8,895.8239187971819,115.79177235705984,0.2500774352243959
624,Nb70.2Si3.9V2.2Ta11.6W12.0,885.6759945006844,119.38305520733157,0.249602499632964
1151,Nb72.0V4.3Cr2.1Ta10.3W11.3,895.7549024973464,115.728776112438,0.2484499713450025
