,formula,mean,std,ei
1456,Nb80.0Zr2.4Mo1.1Ta6.0W10.5,907.9413945797972,129.56219160390876,0.7948091313033112
1457,Nb83.9Zr1.2Mo1.1Ta2.9W10.9,911.2441668057324,128.18981845262252,0.7931388457389037
1458,Nb83.3Zr1.2Mo1.1Ta3.5W11.0,911.2514928468094,128.17719486742567,0.7927279373881708
1459,Nb83.5Zr2.3Mo1.1Ta1.7W11.4,910.0549793487684,128.61880285004028,0.7909737871999916
1240,Nb82.9V2.1Hf0.6Ta4.7W9.8,907.7787344385514,128.39100729080366,0.7436955150817193
1241,Nb81.5V2.1Hf0.6Ta6.5W9.3,906.7646827177912,128.74930526582602,0.74177558961473
1242,Nb81.5V2.1Hf1.2Ta5.3W9.9,911.5922483873928,125.7617052318947,0.6996469344838081
1243,Nb84.3V2.0Hf0.6Ta2.9W10.2,906.6228439970496,127.555275945833,0.6925448159349399
1244,Nb83.6V2.1Ta4.6W9.1Re0.6,906.516919727432,127.53371753183296,0.6901005863864862
1060,Nb82.1Ti2.2Ta5.9W9.2Re0.6,909.7231970958544,125.98658583231584,0.6795732694808407
1245,Nb80.8V2.1Hf1.2Ta5.9W9.9,910.2773500516572,125.65180587693354,0.6751793146790792
1200,Nb80.4V2.1Zr1.2Ta6.5W9.9,910.2773500516572,125.65180587693354,0.6751793146790792
1247,Nb79.4V2.1Hf1.8Ta6.6W10.0,910.2696203063796,125.64272122608652,0.6747156825088201
1246,Nb80.1V2.1Hf1.8Ta6.0W10.0,910.2696203063796,125.64272122608652,0.6747156825088201
1248,Nb80.8V2.1Hf1.8Ta4.7W10.5,910.435229731022,125.42500202086772,0.6689294608906158
1061,Nb82.8Ti2.2Ta5.2W9.2Re0.6,911.7547067286622,124.9001749567194,0.6688576668961392
1249,Nb82.2V2.1Hf0.6Ta5.3W9.8,910.8661886921388,125.19811219724008,0.666799795646841
1250,Nb80.8V2.1Hf0.6Ta7.1W9.3,909.8521369713784,125.56322418243036,0.6654195373642544
1062,Nb82.8Ti2.2Ta4.7W9.7Re0.6,910.3569868590344,125.27619653551623,0.6621303867302668
1251,Nb82.9V2.1Ta5.8W8.6Re0.6,904.958486546538,127.3915047028188,0.6614241317643685
1201,Nb81.1V2.1Zr1.2Ta5.9W9.8,910.336204013608,125.21388362987224,0.6594757822127377
1064,Nb81.5Ti2.2Hf0.6Ta4.1W11.6,908.9999961007044,125.6182953762593,0.6548395718890445
1065,Nb83.5Ti2.2Hf0.6Ta2.3W11.4,908.9999961007044,125.6182953762593,0.6548395718890445
1066,Nb82.8Ti2.2Hf0.6Ta2.9W11.5,908.9999961007044,125.6182953762593,0.6548395718890445
1063,Nb82.1Ti2.2Hf0.6Ta3.5W11.5,908.9999961007044,125.6182953762593,0.6548395718890445
1067,Nb80.8Ti2.2Hf0.6Ta4.7W11.7,909.0174628765028,125.60633282499708,0.6546508477508466
1252,Nb82.9V2.1Ta5.2W9.2Re0.6,910.4912465040576,124.97855339036931,0.652955455118196
1068,Nb80.8Ti2.2Ta7.1W9.3Re0.6,907.5285779974828,126.0151337880096,0.6480144966709993
1069,Nb81.4Ti2.2Ta6.5W9.3Re0.6,907.5285779974828,126.0151337880096,0.6480144966709993
1070,Nb80.0Ti2.3Ta7.7W9.4Re0.6,907.5391460878816,125.99744984391896,0.6475159144759557
1040,Nb79.6Ti2.2Mo1.1Ta7.7W9.3,907.6821755319014,125.8672659352243,0.6447980152975443
1041,Nb78.9Ti2.3Mo1.1Ta8.3W9.4,907.6895015729784,125.85377867151912,0.6444081498073304
1202,Nb79.7V2.1Zr1.2Ta7.1W9.9,908.0779326983132,125.697527765779,0.6442933540999509
1203,Nb78.3V2.1Zr1.2Ta8.4W10.0,908.0921574247898,125.68879777802228,0.6441784571045188
1204,Nb79.0V2.1Zr1.2Ta6.6W11.2,908.4055608142154,125.5611129403145,0.6440267954853631
1253,Nb80.1V2.1Hf0.6Ta6.6W10.6,908.408802863537,125.55746048933078,0.6439393715179551
1254,Nb79.4V2.1Hf1.2Ta7.2W10.0,908.0852587393902,125.6842637054798,0.6439115378497489
1205,Nb79.0V2.1Zr1.2Ta7.8W10.0,908.0852587393902,125.6842637054798,0.6439115378497489
1255,Nb80.1V2.1Hf1.2Ta6.6W10.0,908.0900569943624,125.67741395228492,0.6437291346040959
1256,Nb78.7V2.1Hf1.8Ta7.2W10.1,908.0775289941124,125.67504657462894,0.6434604215363042
1257,Nb78.0V2.2Hf1.8Ta7.9W10.1,908.0807710434344,125.67140589746452,0.643373540409081
1258,Nb82.2V2.1Ta6.5W8.7Re0.6,908.9170166593636,125.3221361417299,0.6426526626845233
1259,Nb82.2V2.1Ta5.9W9.2Re0.6,909.503452870888,125.08717396227073,0.6425156043361415
1042,Nb79.6Ti2.2Zr1.2Ta5.3W11.7,907.6941874221252,125.80013510099356,0.6425051649764582
1073,Nb82.8Ti2.2Hf0.6Ta3.5W10.9,907.6941874221252,125.80013510099356,0.6425051649764582
1072,Nb82.1Ti2.2Hf0.6Ta4.1W11.0,907.6941874221252,125.80013510099356,0.6425051649764582
1071,Nb81.4Ti2.2Hf0.6Ta4.7W11.0,907.6941874221252,125.80013510099356,0.6425051649764582
1044,Nb80.3Ti2.2Zr1.2Ta4.7W11.6,907.6941874221252,125.80013510099356,0.6425051649764582
1043,Nb81.0Ti2.2Zr1.2Ta4.1W11.5,907.6941874221252,125.80013510099356,0.6425051649764582
1075,Nb80.0Ti2.3Hf0.6Ta6.0W11.1,907.704755512524,125.78298127714478,0.6420285205472656
1074,Nb80.8Ti2.2Hf0.6Ta5.3W11.1,907.704755512524,125.78298127714478,0.6420285205472656
1045,Nb78.9Ti2.3Zr1.2Ta6.0W11.7,907.6827043877972,125.7690322280448,0.6411984043560515
1076,Nb81.5Ti2.2Hf1.2Ta3.5W11.6,907.8655278797164,125.62334146797356,0.6385012145970261
1077,Nb80.8Ti2.2Hf1.2Ta4.1W11.7,907.8655278797164,125.62334146797356,0.6385012145970261
1206,Nb77.8V2.1Zr2.4Ta7.2W10.6,908.235812377678,125.47437113615275,0.6383867788529254
1208,Nb77.1V2.1Zr2.4Ta7.8W10.6,908.2431384187548,125.46164999646278,0.638026908828428
1207,Nb76.3V2.1Zr2.4Ta8.4W10.7,908.2431384187548,125.46164999646278,0.638026908828428
1078,Nb80.0Ti2.3Hf1.2Ta4.8W11.7,907.8760959701152,125.60614908369143,0.6380248474593238
1209,Nb78.5V2.1Zr2.4Ta5.9W11.1,908.217624810224,125.45537337477536,0.637429909048981
1079,Nb79.3Ti2.3Hf1.2Ta5.4W11.8,907.8540448453886,125.59221047798523,0.6371984047341219
1211,Nb77.1V2.1Zr2.4Ta7.2W11.2,908.224950851301,125.44262037970316,0.6370692314767408
1210,Nb77.8V2.1Zr2.4Ta6.6W11.2,908.224950851301,125.44262037970316,0.6370692314767408
1212,Nb76.3V2.1Zr2.4Ta7.8W11.3,908.2136612155622,125.42800800100574,0.6363730393298299
1046,Nb80.3Ti2.2Mo1.1Ta6.5W9.9,908.132168302985,125.364692113348,0.6328962618755392
1047,Nb79.6Ti2.2Mo1.1Ta7.1W9.9,908.139494344062,125.35193488699062,0.6325371279639049
1048,Nb80.3Ti2.2Mo1.1Ta5.9W10.4,908.1624363403188,125.31070705901328,0.6313668633286489
1049,Nb79.6Ti2.2Mo1.1Ta6.5W10.5,908.147711256669,125.28402135882774,0.6301879863710735
1213,Nb81.1V2.1Zr1.2Ta4.1W11.5,908.295984400174,125.20242144061945,0.6293436703087547
1050,Nb81.0Ti2.2Mo1.1Ta5.3W10.4,908.100060054592,125.2786806552297,0.6293148863529985
1214,Nb81.8V2.1Zr1.2Ta3.5W11.5,908.2890857147742,125.19788098516224,0.6290807283613966
1051,Nb81.7Ti2.2Mo1.1Ta4.1W10.9,908.2960309670312,125.09670476576964,0.6255193226423863
1052,Nb80.3Ti2.2Mo1.1Ta5.3W11.0,908.292017691278,125.07502695885658,0.6246799985842006
1053,Nb81.0Ti2.2Mo1.1Ta4.7W11.0,908.277221891626,125.07912041323118,0.6246179151228191
1215,Nb81.8V2.1Zr1.2Ta4.7W10.3,909.1826690083212,124.51407281246884,0.6170867039873977
1216,Nb79.7V2.1Zr1.2Ta5.3W11.7,907.3103167672568,125.16977564430236,0.6142663040922893
1220,Nb79.0V2.1Mo1.1Ta8.9W8.8,907.3492111300092,125.12939553097677,0.6133723509842359
1217,Nb77.1V2.1Zr2.4Ta6.6W11.8,907.6154752902248,124.88959529198294,0.6085672861137765
1218,Nb77.8V2.1Zr2.4Ta6.0W11.7,907.6085766048252,124.88500587155822,0.6083092182248584
1054,Nb81.7Ti2.2Zr1.2Ta3.5W11.5,908.626923727126,124.48276286289158,0.6081954048483338
1219,Nb80.4V2.1Zr1.2Ta5.3W11.0,907.5166513678236,124.91332482133345,0.6080370806984448
1221,Nb80.4V2.1Mo1.1Ta7.1W9.3,907.4894989835134,124.90500649156569,0.6073670154631965
1222,Nb79.7V2.1Mo1.1Ta7.7W9.3,907.4927410328348,124.9013586323735,0.6072829858477076
1055,Nb80.3Ti2.2Mo1.1Ta7.1W9.3,908.5563559493218,124.48268137618624,0.6072123131945326
1056,Nb82.4Ti2.2Zr1.1Ta2.9W11.4,908.5716098888674,124.4103550542072,0.6048649441688077
1058,Nb81.0Ti2.2Mo1.1Ta5.9W9.8,909.0063487204056,123.98861219558688,0.5960144895635504
1057,Nb81.7Ti2.2Mo1.1Ta5.2W9.7,909.0063487204056,123.98861219558688,0.5960144895635504
1059,Nb78.5Ti2.2Mo2.2Ta7.7W9.3,909.0414150127116,123.92696900640809,0.5943372836986915
880,Nb77.4Ti2.2V2.1Ta7.7W10.5,908.3714715082966,123.2755201156834,0.5630249451419735
881,Nb76.7Ti2.3V2.1Ta8.4W10.6,908.3714715082966,123.2755201156834,0.5630249451419735
882,Nb78.1Ti2.2V2.1Ta6.5W11.0,908.3313637680592,123.28215786113785,0.5627237013174686
1224,Nb81.8V2.1Mo1.1Ta5.3W9.8,905.514014207374,124.2241274672582,0.557645557549765
1223,Nb81.1V2.1Mo1.1Ta5.9W9.8,905.514014207374,124.2241274672582,0.557645557549765
1225,Nb79.7V2.1Mo1.1Ta7.1W9.9,905.531480983172,124.2120488408394,0.5574694093917159
1226,Nb80.4V2.1Mo1.1Ta6.5W9.9,905.5213402484508,124.21143881637448,0.5573185541191275
883,Nb78.1Ti2.2V2.1Ta7.1W10.5,908.063651516484,122.85151911883658,0.544937181875178
884,Nb78.9Ti2.2V2.1Ta5.9W11.0,908.0235437762466,122.85807928249396,0.5446419613895559
1227,Nb78.3V2.1Mo1.1Ta9.6W8.9,904.52487712586,123.75094498224878,0.5297403672398246
885,Nb76.0Ti2.3V2.1Ta9.0W10.6,906.617843710034,122.9404794949912,0.5296439831346564
886,Nb77.4Ti2.2V2.1Ta7.1W11.1,906.5777359697964,122.94656326009355,0.5293418322274026
1421,Nb80.4Co1.8Hf0.6Ta7.8W9.4,903.5591731886544,123.94306205450532,0.5240057355669867
1380,Nb78.5Co1.8Zr1.2Ta9.0W9.5,903.5591731886544,123.94306205450532,0.5240057355669867
1381,Nb79.2Co1.8Zr1.2Ta8.4W9.4,903.5591731886544,123.94306205450532,0.5240057355669867
1420,Nb79.6Co1.8Hf1.2Ta7.8W9.5,903.5591731886544,123.94306205450532,0.5240057355669867
1422,Nb78.9Co1.9Hf0.6Ta9.1W9.5,903.5664992297314,123.92984597043888,0.5236762783503073
1228,Nb74.9V4.3Zr1.2Ta9.6W10.1,906.2577877883484,122.8583391207485,0.5225701614072684
1229,Nb74.1V4.3Zr1.2Ta10.3W10.1,906.2577877883484,122.8583391207485,0.5225701614072684
1360,Nb77.3Cr2.1Hf3.7Ta6.1W10.8,906.1256353539052,122.89324071030966,0.5220601802852967
1383,Nb79.2Co1.8Zr1.2Ta7.8W10.0,903.724782613297,123.72818624426792,0.5192286767737753
1423,Nb81.8Co1.8Hf0.6Ta5.9W9.9,903.724782613297,123.72818624426792,0.5192286767737753
1424,Nb81.1Co1.8Hf0.6Ta7.1W9.4,903.724782613297,123.72818624426792,0.5192286767737753
1382,Nb79.9Co1.8Zr1.2Ta7.1W9.9,903.724782613297,123.72818624426792,0.5192286767737753
1425,Nb79.7Co1.8Hf0.6Ta8.4W9.5,903.732108654374,123.71552125708097,0.5189184039504031
1230,Nb75.7V4.2Mo1.1Ta9.6W9.4,906.4351406396336,122.63220877561392,0.5175589075844824
1231,Nb74.9V4.3Zr1.2Ta9.0W10.6,906.3947257789506,122.63044708359136,0.5170108292965376
1232,Nb74.9V4.3Mo1.1Ta10.2W9.5,906.413089514907,122.617672971421,0.5168303856389214
1233,Nb76.4V4.2Mo1.1Ta8.3W9.9,906.4096426752592,122.6162871128623,0.5167446032091143
1426,Nb81.1Co1.8Hf1.2Ta6.5W9.4,906.6312147537684,122.524898042713,0.516551744624687
1237,Nb83.8V2.0Mo1.1Ta2.9W10.2,903.2687591732564,123.80057100990432,0.5159913762222721
1236,Nb81.8V2.1Mo1.1Ta4.7W10.3,903.2687591732564,123.80057100990432,0.5159913762222721
1235,Nb83.2V2.0Mo1.1Ta3.5W10.2,903.2687591732564,123.80057100990432,0.5159913762222721
1234,Nb82.5V2.1Mo1.1Ta4.1W10.3,903.2687591732564,123.80057100990432,0.5159913762222721
1238,Nb80.4V2.1Mo1.1Ta5.9W10.5,903.2814276940824,123.79530580525665,0.5159789866458047
1239,Nb81.1V2.1Mo1.1Ta5.3W10.4,903.2760852143334,123.7879718222732,0.5156847438053922
1427,Nb81.8Co1.8Hf0.6Ta6.5W9.3,906.7968241784108,122.31188551788588,0.5118432512998266
887,Nb78.8Ti2.2V2.1Ta6.5W10.4,907.0019593493132,122.09231965379016,0.50743024806652
888,Nb79.6Ti2.2V2.1Ta5.3W10.9,906.9365038569535,122.03696260402926,0.5049165062866656
1361,Nb78.0Cr2.1Hf1.8Ta7.9W10.2,904.5612727746644,122.81806377731228,0.5008750073809396
1320,Nb79.0Cr2.1Zr1.2Ta7.8W10.0,904.4554501294742,122.80345844295152,0.4991767132584233
1400,Nb78.5Co1.8Mo1.1Ta10.2W8.3,902.2010446305449,123.64928960842158,0.4986310355453875
1428,Nb81.1Co1.8Hf0.6Ta7.7W8.8,905.9578721712774,122.2095467240488,0.4986240642948227
1321,Nb78.3Cr2.1Zr1.2Ta8.4W10.0,904.4333990047476,122.78858738696196,0.4984601073736079
1362,Nb79.5Cr2.1Hf1.2Ta7.2W10.0,904.489827087858,122.74973150515014,0.4979310189600436
1363,Nb78.0Cr2.1Hf2.5Ta7.3W10.2,904.569911344434,122.7124805298034,0.4977295332059586
1364,Nb78.7Cr2.1Hf1.2Ta7.8W10.1,904.4677759631312,122.73486011571246,0.4972156195387445
1429,Nb81.1Co1.8Hf0.6Ta6.5W10.0,902.3593280141102,123.44822740392296,0.4943508136430221
1430,Nb80.4Co1.8Hf0.6Ta7.2W10.0,902.3593280141102,123.44822740392296,0.4943508136430221
1431,Nb79.7Co1.8Hf0.6Ta7.8W10.1,902.3735527405868,123.43975445385418,0.4942587270731056
1365,Nb79.5Cr2.1Hf1.8Ta6.6W10.0,904.4764145329012,122.62921181655858,0.4940844059551108
1366,Nb78.7Cr2.1Hf1.8Ta7.2W10.1,904.4764145329012,122.62921181655858,0.4940844059551108
1401,Nb79.2Co1.8Mo1.1Ta9.0W8.8,902.3666540551872,123.4356147331014,0.4940527944911328
1402,Nb78.5Co1.8Mo1.1Ta9.6W8.9,902.3698961045088,123.4320580040907,0.4939824392702752
1404,Nb79.9Co1.8Mo1.1Ta7.7W9.4,902.3714396642404,123.42991620779668,0.4939353266838946
1403,Nb79.2Co1.8Mo1.1Ta8.4W9.4,902.3714396642404,123.42991620779668,0.4939353266838946
1385,Nb77.7Co1.9Zr1.2Ta9.7W9.5,901.8349225561954,123.62760698927497,0.493706740305091
1384,Nb77.0Co1.9Zr1.2Ta10.3W9.6,901.8349225561954,123.62760698927497,0.493706740305091
1367,Nb80.2Cr2.1Hf1.2Ta6.6W10.0,904.6554365125004,122.5427016471109,0.4935358462187507
1368,Nb76.5Cr2.1Hf3.1Ta8.0W10.3,904.6505813147008,122.53347275218324,0.4931975169870592
1369,Nb78.7Cr2.1Hf2.4Ta6.0W10.7,904.71346964435,122.49042261919716,0.4926187959102539
1405,Nb79.2Co1.8Mo1.1Ta9.6W8.2,904.439851695587,122.57408497113737,0.4919771770616972
1432,Nb80.4Co1.8Hf1.2Ta7.2W9.4,904.4365956553966,122.56777625211744,0.4917472482776586
1370,Nb77.3Cr2.1Hf3.1Ta7.3W10.2,904.598596933689,122.44560322041444,0.4899176392660167
1371,Nb80.2Cr2.1Hf1.8Ta5.4W10.6,904.6420239575436,122.42199628999602,0.4897052815286877
1386,Nb78.5Co1.8Zr1.2Ta8.4W10.1,902.0005319808378,123.41508100059092,0.4891957193330634
1372,Nb79.5Cr2.1Hf1.8Ta6.0W10.6,904.6199728328168,122.4071125012316,0.4889977093810729
1433,Nb82.5Co1.8Hf0.6Ta5.9W9.3,906.5713237601328,121.62867863597944,0.4880289724041655
889,Nb74.5Ti2.3V2.2Ta10.9W10.2,904.2460799539134,122.37503873944188,0.4837125302325251
1340,Nb82.5Cr2.0Mo1.1Ta4.1W10.3,904.0510387106876,122.3994545756843,0.4822083411307276
1434,Nb76.7Co1.9Hf3.7Ta7.4W10.3,908.098688707553,120.83435080035365,0.4816526095512548
1373,Nb80.2Cr2.1Hf1.8Ta6.0W10.0,904.2351755140776,122.29950819340247,0.4813195664128988
1374,Nb78.7Cr2.1Hf2.4Ta6.6W10.1,904.254636819872,122.27709262872864,0.4808704994884198
1322,Nb73.7Cr2.1Zr3.6Ta9.8W10.8,903.4193919631962,122.5201118624855,0.4786078579339969
1323,Nb70.9Cr2.1Zr4.9Ta10.5W11.5,902.8983585376216,122.69482972295182,0.4778932929551938
1435,Nb82.5Co1.8Hf0.6Ta5.3W9.8,905.7569041022224,121.589747728163,0.4774610011654703
1375,Nb78.7Cr2.1Hf3.1Ta5.4W10.7,904.4167994048668,122.06788566300273,0.4764698111932981
1376,Nb80.2Cr2.1Hf2.4Ta4.2W11.2,904.3752869743456,122.07539706552365,0.4762220059673305
1377,Nb78.0Cr2.1Hf3.1Ta6.1W10.7,904.39474828014,122.05291800111898,0.475773906934323
1378,Nb78.7Cr2.1Hf3.7Ta4.2W11.3,904.3788892047668,122.02640826410232,0.4748059556551047
1436,Nb78.9Co1.9Hf1.2Ta8.5W9.5,905.2730172278174,121.6779773546211,0.4745840937482541
1324,Nb71.7Cr2.1Zr4.9Ta9.2W12.1,903.5815545481908,122.316282244741,0.4743880762041934
1437,Nb78.2Co1.9Hf1.2Ta9.1W9.6,905.2803432688944,121.66450625745638,0.4742663583898063
1438,Nb77.5Co1.9Hf1.2Ta9.8W9.6,905.2835853182158,121.66107553147675,0.4742010757743222
1379,Nb75.8Cr2.1Hf3.8Ta7.4W10.9,902.7810418219798,122.5980323540001,0.4736988329689633
1387,Nb80.6Co1.8Zr1.2Ta5.9W10.5,905.3470901967708,121.55011975091033,0.4716250590445163
1439,Nb78.9Co1.9Hf1.2Ta7.9W10.1,905.354416237848,121.53722433980678,0.4713256232037537
1325,Nb77.1Cr2.1Zr2.4Ta8.4W10.0,903.8222436022068,122.1058771977765,0.4708784026555763
1341,Nb79.0Cr2.1Mo1.1Ta9.0W8.8,903.0324845766132,122.36093981805764,0.4695339758456196
1406,Nb77.8Co1.9Mo1.1Ta10.9W8.3,900.6826461814967,123.24869793770554,0.4693480997324277
1343,Nb79.7Cr2.1Mo1.1Ta8.3W8.8,903.0511337095438,122.27312543207994,0.4671659031578183
1344,Nb80.5Cr2.1Mo1.1Ta7.7W8.7,903.0511337095438,122.27312543207994,0.4671659031578183
1342,Nb81.1Cr2.0Mo1.1Ta7.0W8.7,903.0511337095438,122.27312543207994,0.4671659031578183
1407,Nb79.9Co1.8Mo1.1Ta8.3W8.8,903.2920643191108,122.14732298143612,0.4661664102084826
1408,Nb80.7Co1.8Mo1.1Ta7.1W9.3,903.296849928164,122.14177252536352,0.4660572711244182
1326,Nb76.4Cr2.1Zr2.4Ta9.0W10.1,902.9953238351168,122.23669280527112,0.4654792712515383
1345,Nb79.8Cr2.1Mo1.1Ta7.7W9.3,903.1837692373898,122.12821318140207,0.4644044189523266
1346,Nb80.5Cr2.1Mo1.1Ta7.1W9.3,903.1837692373898,122.12821318140207,0.4644044189523266
1327,Nb79.7Cr2.1Zr1.2Ta7.1W9.9,903.3858733981566,122.04311547052994,0.4641638231536356
1409,Nb80.6Co1.8Mo1.1Ta7.7W8.7,903.2367504808524,122.08804704963606,0.4638204423769427
1411,Nb81.3Co1.8Mo1.1Ta6.5W9.3,903.2415360899056,122.0824960668864,0.4637116488629083
1410,Nb82.0Co1.8Mo1.1Ta5.9W9.2,903.2415360899056,122.0824960668864,0.4637116488629083
1412,Nb81.4Co1.8Mo1.1Ta5.3W10.4,904.8854103920612,121.45226393284943,0.4635645293491226
1347,Nb81.2Cr2.0Mo1.1Ta5.9W9.8,903.2181461957736,122.07462902711028,0.4632232316856197
1348,Nb81.8Cr2.0Mo1.1Ta5.3W9.8,903.2181461957736,122.07462902711028,0.4632232316856197
1413,Nb77.4Co1.8Mo2.3Ta10.2W8.3,903.219484965179,122.0677630858406,0.4630380693616902
1349,Nb81.2Cr2.0Mo1.1Ta6.5W9.2,903.216743134186,122.06464738368332,0.4629169855791804
